price,room_type,ratings,guests,bathrooms,property_number_of_reviews,is_superhost,num_bedrooms,num_baths,surroundings_summary
167.11,Entire home/apt,5.0,3.0,1.0,7.0,True,1.0,1.0,
447.5,Entire home/apt,4.95,5.0,1.5,194.0,True,2.0,1.5,
880.0,Entire home/apt,4.92,8.0,1.5,12.0,True,4.0,1.5,
285.04,Entire home/apt,4.47,6.0,1.0,15.0,True,2.0,1.0,
297.16,Entire home/apt,5.0,4.0,1.0,9.0,True,1.0,1.0,
143.83,Entire home/apt,5.0,2.0,1.0,12.0,True,1.0,1.0,
230.22,Entire home/apt,5.0,5.0,2.0,1.0,False,2.0,2.0,
285.33,Private room,4.82,2.0,1.0,121.0,False,2.0,1.0,
67.67,Private room,5.0,1.0,1.0,2.0,False,1.0,1.0,
104.23,Entire home/apt,5.0,2.0,1.0,3.0,True,1.0,1.0,
107.76,Entire home/apt,4.95,3.0,1.0,60.0,False,1.0,1.0,
677.86,Entire home/apt,4.92,6.0,1.0,146.0,True,2.0,1.0,
362.83,Entire home/apt,4.74,2.0,1.0,23.0,False,1.0,1.0,
215.45,Entire home/apt,4.91,8.0,1.0,158.0,False,2.0,1.0,
214.3,Entire home/apt,4.76,5.0,1.0,29.0,False,1.0,1.0,
101.76,Private room,4.74,1.0,2.0,61.0,False,1.0,2.0,
856.0,Entire home/apt,4.97,2.0,1.0,60.0,True,1.0,1.0,
106.76,Private room,4.74,2.0,1.0,130.0,False,1.0,1.0,
138.3,Entire home/apt,3.89,4.0,1.0,9.0,True,2.0,1.0,
179.02,Entire home/apt,4.88,4.0,1.0,8.0,True,2.0,1.0,
228.89,Entire home/apt,4.8,2.0,1.5,30.0,False,2.0,1.5,
311.07,Entire home/apt,5.0,5.0,1.0,12.0,True,3.0,1.0,
563.6,Entire home/apt,4.83,6.0,1.0,88.0,True,3.0,1.0,
180.4,Entire home/apt,4.92,4.0,1.0,25.0,True,1.0,1.0,
193.6,Entire home/apt,4.75,2.0,1.5,18.0,False,1.0,1.5,
143.47,Entire home/apt,5.0,2.0,1.0,7.0,True,1.0,1.0,
272.87,Entire home/apt,5.0,4.0,1.0,14.0,True,2.0,1.0,
302.36,Entire home/apt,4.93,8.0,2.0,28.0,True,3.0,2.0,
380.53,Entire home/apt,5.0,6.0,1.5,2.0,False,3.0,1.5,
110.06,Entire home/apt,5.0,2.0,1.0,6.0,False,1.0,1.0,
320.07,Entire home/apt,4.52,12.0,3.5,27.0,False,4.0,3.5,
57.71,Private room,5.0,3.0,1.0,10.0,False,3.0,1.0,
227.07,Entire home/apt,5.0,4.0,1.0,1.0,False,2.0,1.0,
164.76,Entire home/apt,4.79,4.0,1.0,129.0,False,1.0,1.0,
179.4,Entire home/apt,5.0,4.0,1.0,4.0,False,2.0,1.0,
173.89,Private room,4.97,2.0,1.0,29.0,False,1.0,1.0,
190.87,Entire home/apt,4.67,4.0,1.0,9.0,False,1.0,1.0,
201.37,Entire home/apt,4.38,2.0,1.0,13.0,True,1.0,1.0,
505.04,Entire home/apt,5.0,4.0,2.5,20.0,False,2.0,2.5,
98.62,Entire home/apt,5.0,1.0,1.5,1.0,False,1.0,1.5,
450.0,Shared room,4.83,2.0,2.0,107.0,True,3.0,2.0,
131.67,Entire home/apt,4.5,2.0,1.0,2.0,True,1.0,1.0,
168.15,Entire home/apt,4.89,2.0,1.0,92.0,False,1.0,1.0,
228.3,Shared room,5.0,2.0,1.0,10.0,True,1.0,1.0,
170.37,Entire home/apt,4.88,6.0,1.0,16.0,True,3.0,1.0,
122.42,Entire home/apt,4.8,3.0,1.0,10.0,True,1.0,1.0,
208.0,Private room,5.0,4.0,1.0,4.0,False,1.0,1.0,
516.0,Entire home/apt,4.77,5.0,1.0,104.0,True,2.0,1.0,
210.2,Entire home/apt,5.0,4.0,1.0,1.0,False,1.0,1.0,
114.27,Entire home/apt,4.88,2.0,1.0,8.0,False,1.0,1.0,
52.51,Private room,5.0,1.0,1.0,1.0,False,1.0,1.0,
103.23,Entire home/apt,4.81,6.0,1.0,77.0,True,1.0,1.0,
661.87,Entire home/apt,5.0,14.0,2.0,12.0,False,5.0,2.0,
258.11,Entire home/apt,4.67,3.0,1.0,12.0,True,1.0,1.0,
209.3,Private room,4.51,3.0,1.0,169.0,False,1.0,1.0,
449.57,Entire home/apt,5.0,15.0,0.5,1.0,False,3.0,0.5,
186.58,Entire home/apt,5.0,2.0,2.0,6.0,False,1.0,2.0,
331.75,Entire home/apt,4.91,10.0,1.0,23.0,False,2.0,1.0,
408.5,Entire home/apt,4.25,5.0,1.0,4.0,False,3.0,1.0,
217.67,Entire home/apt,4.93,2.0,1.0,112.0,True,1.0,1.0,
80.1,Entire home/apt,4.5,6.0,1.0,131.0,False,2.0,1.0,
348.06,Entire home/apt,4.98,2.0,1.0,93.0,True,1.0,1.0,
314.0,Private room,5.0,2.0,2.0,93.0,False,3.0,2.0,
243.39,Entire home/apt,4.85,2.0,1.0,122.0,True,1.0,1.0,
110.63,Private room,1.0,2.0,1.0,1.0,False,3.0,1.0,
112.24,Entire home/apt,4.85,2.0,1.0,13.0,True,1.0,1.0,
124.45,Private room,5.0,2.0,1.0,2.0,False,1.0,1.0,
805.0,Entire home/apt,4.3,4.0,2.0,20.0,False,2.0,2.0,
287.42,Entire home/apt,4.92,2.0,1.0,25.0,False,1.0,1.0,
189.89,Entire home/apt,5.0,5.0,1.0,4.0,False,3.0,1.0,
231.0,Private room,4.84,4.0,1.0,93.0,False,2.0,1.0,
117.88,Entire home/apt,4.76,3.0,1.0,17.0,False,1.0,1.0,
69.89,Private room,5.0,2.0,1.0,1.0,True,1.0,1.0,
312.68,Private room,4.96,4.0,1.0,137.0,True,1.0,1.0,
468.0,Entire home/apt,4.97,4.0,1.0,121.0,True,2.0,1.0,
147.84,Entire home/apt,5.0,6.0,1.0,2.0,False,2.0,1.0,
456.5,Entire home/apt,4.91,4.0,1.0,94.0,False,1.0,1.0,
251.5,Private room,4.77,5.0,1.0,339.0,False,2.0,1.0,
122.63,Entire home/apt,4.91,4.0,1.0,24.0,True,2.0,1.0,
163.86,Entire home/apt,4.91,5.0,1.0,22.0,True,2.0,1.0,
188.87,Private room,5.0,2.0,1.5,33.0,True,1.0,1.5,
232.67,Entire home/apt,4.33,6.0,1.0,6.0,False,2.0,1.0,
364.61,Entire home/apt,5.0,4.0,2.0,6.0,True,2.0,2.0,
177.0,Entire home/apt,5.0,6.0,1.0,6.0,False,2.0,1.0,
224.3,Entire home/apt,4.94,2.0,1.0,16.0,False,1.0,1.0,
110.63,Entire home/apt,5.0,2.0,1.0,1.0,False,2.0,1.0,
134.73,Entire home/apt,4.81,2.0,1.0,67.0,False,2.0,1.0,
123.43,Private room,5.0,4.0,1.0,1.0,False,2.0,1.0,
79.47,Entire home/apt,3.67,2.0,1.0,3.0,False,1.0,1.0,
445.1,Entire home/apt,5.0,6.0,2.0,1.0,False,3.0,2.0,
57.37,Private room,5.0,1.0,1.0,1.0,False,1.0,1.0,
191.5,Private room,4.87,2.0,1.0,90.0,True,1.0,1.0,
1327.43,Entire home/apt,5.0,5.0,3.5,11.0,False,2.0,3.5,
169.25,Entire home/apt,5.0,4.0,1.0,11.0,False,1.0,1.0,
103.24,Entire home/apt,5.0,2.0,1.0,2.0,True,1.0,1.0,
199.13,Entire home/apt,4.7,2.0,1.0,33.0,True,1.0,1.0,
296.07,Entire home/apt,4.53,6.0,1.0,118.0,False,3.0,1.0,
321.86,Entire home/apt,4.96,2.0,1.0,298.0,False,1.0,1.0,
237.47,Entire home/apt,4.87,2.0,1.5,23.0,True,1.0,1.5,
165.83,Entire home/apt,4.83,4.0,1.0,29.0,False,2.0,1.0,
205.0,Private room,4.81,2.0,2.0,119.0,False,1.0,2.0,
210.17,Entire home/apt,4.98,4.0,1.0,144.0,True,2.0,1.0,
205.0,Private room,5.0,1.0,2.0,3.0,True,1.0,2.0,
74.24,Private room,4.6,1.0,1.0,5.0,False,1.0,1.0,
233.0,Private room,4.67,2.0,1.0,3.0,False,1.0,1.0,
111.5,Entire home/apt,5.0,2.0,1.0,2.0,True,1.0,1.0,
53.67,Private room,4.92,2.0,1.0,12.0,True,1.0,1.0,
276.14,Entire home/apt,4.47,10.0,1.0,94.0,False,3.0,1.0,
165.93,Entire home/apt,5.0,4.0,1.0,4.0,False,1.0,1.0,
214.1,Entire home/apt,5.0,4.0,2.0,4.0,False,2.0,2.0,
480.67,Entire home/apt,4.95,2.0,1.0,56.0,True,2.0,1.0,
99.0,Entire home/apt,4.73,4.0,1.0,15.0,True,1.0,1.0,
154.31,Entire home/apt,5.0,4.0,1.0,3.0,False,1.0,1.0,
62.7,Private room,5.0,2.0,1.5,2.0,True,1.0,1.5,
499.0,Private room,4.98,2.0,2.0,128.0,False,2.0,2.0,
992.0,Private room,5.0,6.0,1.0,5.0,False,2.0,1.0,
139.37,Entire home/apt,5.0,8.0,1.0,1.0,False,1.0,1.0,
139.2,Entire home/apt,5.0,4.0,1.0,3.0,True,1.0,1.0,
342.0,Entire home/apt,4.73,4.0,1.0,135.0,False,1.0,1.0,
753.0,Entire home/apt,4.75,4.0,1.0,73.0,False,1.0,1.0,
63.53,Entire home/apt,4.16,2.0,1.0,32.0,True,1.0,1.0,
205.92,Entire home/apt,4.38,7.0,1.0,237.0,False,2.0,1.0,
948.33,Entire home/apt,4.81,10.0,3.0,85.0,True,5.0,3.0,
127.06,Entire home/apt,4.96,2.0,1.0,24.0,True,1.0,1.0,
133.67,Entire home/apt,4.96,2.0,1.0,28.0,True,1.0,1.0,
382.74,Entire home/apt,4.88,3.0,2.0,8.0,False,2.0,2.0,
898.8,Entire home/apt,4.85,4.0,2.0,62.0,False,2.0,2.0,
451.0,Entire home/apt,4.79,4.0,1.0,181.0,False,3.0,1.0,
96.0,Entire home/apt,4.61,2.0,1.0,92.0,False,1.0,1.0,
132.77,Entire home/apt,5.0,5.0,2.0,5.0,True,2.0,2.0,
89.32,Entire home/apt,3.67,2.0,1.0,3.0,False,1.0,1.0,
172.43,Entire home/apt,4.76,6.0,1.0,86.0,False,3.0,1.0,
195.43,Entire home/apt,4.5,6.0,1.0,123.0,False,2.0,1.0,
258.01,Private room,4.64,4.0,1.0,265.0,False,1.0,1.0,
62.78,Private room,4.47,4.0,2.5,19.0,True,5.0,2.5,
107.06,Entire home/apt,4.96,2.0,1.0,71.0,True,1.0,1.0,
260.67,Entire home/apt,4.81,2.0,1.0,143.0,True,2.0,1.0,
485.0,Entire home/apt,4.66,12.0,2.0,85.0,False,3.0,2.0,
120.87,Entire home/apt,5.0,3.0,1.0,2.0,False,2.0,1.0,
143.28,Entire home/apt,4.53,4.0,1.0,109.0,False,1.0,1.0,
350.0,Entire home/apt,4.96,2.0,1.0,111.0,True,1.0,1.0,
121.6,Entire home/apt,4.75,2.0,1.0,139.0,False,1.0,1.0,
143.77,Entire home/apt,4.5,4.0,1.0,6.0,False,2.0,1.0,
127.23,Entire home/apt,4.75,6.0,1.5,52.0,True,2.0,1.5,
286.5,Entire home/apt,5.0,4.0,1.0,5.0,False,1.0,1.0,
195.67,Private room,4.3,2.0,1.0,50.0,False,2.0,1.0,
640.0,Private room,4.93,2.0,1.0,84.0,True,2.0,1.0,
76.23,Entire home/apt,4.9,2.0,1.0,309.0,True,1.0,1.0,
98.27,Entire home/apt,4.5,3.0,1.0,70.0,True,1.0,1.0,
273.19,Private room,4.67,4.0,2.0,12.0,False,2.0,2.0,
302.41,Entire home/apt,4.84,4.0,1.0,98.0,False,2.0,1.0,
322.33,Entire home/apt,5.0,2.0,1.0,14.0,True,1.0,1.0,
67.78,Private room,4.85,2.0,1.0,102.0,True,1.0,1.0,
93.76,Entire home/apt,4.78,1.0,1.0,179.0,True,1.0,1.0,
407.0,Private room,4.92,2.0,1.0,141.0,False,2.0,1.0,
130.01,Entire home/apt,4.76,4.0,1.0,118.0,True,2.0,1.0,
143.0,Entire home/apt,4.38,8.0,1.0,146.0,False,1.0,1.0,
107.5,Private room,5.0,2.0,1.0,2.0,False,1.0,1.0,
237.0,Hotel room,4.0,4.0,1.0,1.0,False,1.0,1.0,
329.33,Private room,4.92,2.0,1.0,192.0,True,2.0,1.0,
255.9,Entire home/apt,4.75,4.0,1.0,4.0,False,1.0,1.0,
151.18,Entire home/apt,5.0,2.0,1.0,1.0,False,1.0,1.0,
1142.0,Private room,4.95,2.0,2.5,20.0,True,2.0,2.5,
91.87,Entire home/apt,4.65,2.0,1.0,49.0,True,1.0,1.0,
1027.5,Entire home/apt,4.84,11.0,1.5,58.0,True,3.0,1.5,
335.0,Entire home/apt,4.93,6.0,1.0,86.0,False,2.0,1.0,
825.0,Entire home/apt,4.68,10.0,3.0,60.0,False,5.0,3.0,
286.44,Entire home/apt,4.91,2.0,1.0,143.0,True,1.0,1.0,
382.22,Entire home/apt,4.74,6.0,1.0,109.0,False,2.0,1.0,
371.0,Private room,4.94,8.0,1.0,84.0,True,4.0,1.0,
373.0,Entire home/apt,4.83,6.0,1.0,6.0,False,2.0,1.0,
125.26,Entire home/apt,4.29,6.0,1.5,7.0,True,3.0,1.5,
44.27,Private room,5.0,2.0,2.0,3.0,True,1.0,2.0,
224.64,Entire home/apt,4.62,6.0,1.0,55.0,False,1.0,1.0,
63.63,Private room,5.0,1.0,1.0,3.0,True,1.0,1.0,
225.25,Entire home/apt,5.0,8.0,2.0,6.0,True,3.0,2.0,
302.5,Entire home/apt,4.94,4.0,1.0,144.0,True,1.0,1.0,
426.5,Entire home/apt,4.66,2.0,1.0,92.0,False,2.0,1.0,
318.3,Entire home/apt,5.0,5.0,1.5,2.0,False,3.0,1.5,
159.05,Entire home/apt,4.6,4.0,1.0,30.0,False,2.0,1.0,
89.23,Entire home/apt,5.0,2.0,1.0,2.0,False,1.0,1.0,
159.84,Entire home/apt,4.87,6.0,1.0,67.0,True,2.0,1.0,
197.34,Entire home/apt,4.47,5.0,1.0,19.0,False,2.0,1.0,
211.09,Entire home/apt,4.89,8.0,2.0,63.0,False,2.0,2.0,
129.52,Entire home/apt,4.62,7.0,1.0,21.0,False,3.0,1.0,
96.63,Entire home/apt,4.62,4.0,1.0,29.0,False,2.0,1.0,
33.53,Private room,4.69,2.0,1.0,16.0,False,1.0,1.0,
111.2,Entire home/apt,4.85,2.0,1.0,62.0,False,1.0,1.0,
117.83,Entire home/apt,4.75,4.0,1.0,4.0,False,2.0,1.0,
249.0,Private room,4.89,2.0,1.0,245.0,True,1.0,1.0,
514.0,Entire home/apt,4.95,3.0,1.0,58.0,True,2.0,1.0,
